"fips";"county";"party";"STATE";"POPULATION";"DENSITY";"ALL RACES";"WHITE";"BLACK";"NATIVE";"ASIAN";"WHITE+LATINO"
48133;Eastland;Republican;TX;18176;20.1;98.89999999999998;94.6;2.5;1.1;0.6;95.6
29017;Bollinger;Republican;MO;12394;20.0;98.9;97.6;0.4;0.7;0.2;97.7
49051;Wasatch;Republican;UT;27714;20.0;98.5;95.8;0.5;0.8;1.2;97.10000000000001
55129;Washburn;Republican;WI;15694;20.0;98.60000000000001;96.2;0.5;1.4;0.5;96.5
13141;Hancock;Democrat;GA;8509;20.0;99.10000000000001;25.4;72.6;0.4;0.7;26.0
17013;Calhoun;Democrat;IL;4956;20.0;99.6;98.8;0.3;0.2;0.3;98.8
19081;Hancock;Republican;IA;11027;19.9;99.0;97.5;0.7;0.3;0.5;97.6
48285;La Vaca;Republican;TX;19721;19.9;98.8;90.7;7.0;0.6;0.4;92.2
46079;Lake;Republican;SD;12368;19.9;98.7;95.9;1.0;0.8;1.0;96.30000000000001
17149;Pike;Republican;IL;16022;19.8;99.10000000000001;96.7;1.9;0.2;0.3;96.8
48255;Karnes;Democrat;TX;14906;19.8;99.2;89.0;8.7;1.1;0.4;91.0
5049;Fulton;Democrat;AR;12125;19.8;98.39999999999999;96.8;0.6;0.7;0.3;97.0
40035;Craig;Democrat;OK;14582;19.7;90.79999999999998;66.7;3.3;20.1;0.6;67.8
40107;Okfuskee;Democrat;OK;12186;19.7;93.10000000000001;64.2;8.0;20.5;0.2;65.8
28021;Claiborne;Democrat;MS;9080;19.7;99.3;14.3;84.1;0.2;0.7;15.0
40023;Choctaw;Democrat;OK;15161;19.7;93.10000000000002;64.4;11.2;17.1;0.4;65.6
19119;Lyon;Republican;IA;11683;19.7;99.29999999999998;98.3;0.3;0.3;0.3;98.60000000000001
17079;Jasper;Republican;IL;9623;19.6;99.2;98.4;0.3;0.2;0.3;98.5
17065;Hamilton;Republican;IL;8296;19.5;99.0;97.9;0.6;0.3;0.2;98.19999999999999
22065;Madison;Democrat;LA;11843;19.4;99.0;36.3;62.1;0.3;0.3;36.7
8065;Lake;Democrat;CO;7357;19.4;97.89999999999999;93.9;0.7;2.6;0.6;97.0
49043;Summit;Democrat;UT;39105;19.4;98.60000000000001;95.4;0.7;0.6;1.7;96.3
29121;Macon;Republican;MO;15479;19.4;98.1;94.9;2.3;0.3;0.5;95.3
48395;Robertson;Republican;TX;16500;19.4;98.39999999999999;76.0;20.6;0.9;0.8;78.0
48225;Houston;Republican;TX;22741;19.3;99.0;71.9;25.8;0.7;0.6;72.9
30047;Lake;Republican;MT;29099;19.3;92.80000000000001;68.2;0.4;23.6;0.5;70.3
16041;Franklin;Republican;ID;13021;19.3;98.6;97.2;0.3;0.8;0.2;98.0
29093;Iron;Republican;MO;10267;19.3;98.1;95.7;1.6;0.7;0.1;95.9
17071;Henderson;Republican;IL;6916;19.3;98.89999999999999;97.8;0.4;0.3;0.3;98.0
5001;Arkansas;Republican;AR;18594;19.2;98.5;72.6;24.5;0.4;1.0;73.2
8045;Garfield;Democrat;CO;57461;19.1;98.2;94.2;1.2;1.8;0.8;96.9
47135;Perry;Republican;TN;7822;19.1;98.1;94.6;2.4;0.8;0.3;95.0
22021;Caldwell;Republican;LA;9894;19.1;98.8;81.1;17.0;0.4;0.3;81.7
51021;Bland;Republican;VA;6625;19.1;99.19999999999999;95.1;3.7;0.1;0.3;95.2
19195;Worth;Democrat;IA;7624;19.0;99.0;97.3;0.9;0.3;0.5;97.7
5105;Perry;Democrat;AR;10245;18.9;98.0;94.8;2.2;0.8;0.2;95.2
28111;Perry;Republican;MS;12227;18.9;98.70000000000002;77.9;20.2;0.4;0.2;78.2
5087;Madison;Democrat;AR;15740;18.8;98.50000000000001;95.2;0.4;1.7;0.8;95.80000000000001
5109;Pike;Republican;AR;11024;18.8;98.6;93.3;3.5;1.1;0.7;94.19999999999999
55013;Burnett;Republican;WI;15328;18.8;97.7;91.8;0.7;4.8;0.4;92.3
48415;Scurry;Republican;TX;17328;18.7;98.6;91.4;5.1;1.2;0.8;93.8
6011;Colusa;Republican;CA;21419;18.6;97.79999999999998;91.6;1.2;2.6;1.8;94.80000000000001
40105;Nowata;Democrat;OK;10524;18.6;90.69999999999999;69.2;2.3;19.1;0.1;70.0
48177;Gonzales;Republican;TX;20462;18.6;98.89999999999999;89.0;7.6;1.7;0.5;92.3
19077;Guthrie;Democrat;IA;10722;18.5;99.0;98.0;0.3;0.3;0.4;98.1
48035;Bosque;Republican;TX;17780;18.5;98.5;95.0;2.0;0.9;0.6;96.1
8085;Montrose;Democrat;CO;40873;18.4;97.89999999999999;94.3;0.7;1.8;0.8;96.7
19069;Franklin;Democrat;IA;10436;18.4;98.9;96.7;0.9;0.5;0.7;98.0
22035;East Carroll;Democrat;LA;7487;18.4;98.69999999999999;30.3;67.5;0.3;0.6;31.2
19135;Monroe;Republican;IA;8001;18.4;98.79999999999998;97.3;0.6;0.1;0.8;97.60000000000001
40085;Love;Democrat;OK;9773;18.3;94.6;84.3;2.1;7.5;0.7;86.89999999999999
5017;Chicot;Democrat;AR;11180;18.3;99.1;43.5;54.6;0.5;0.5;44.800000000000004
30049;Lewis and Clark;Republican;MT;65856;18.3;97.6;94.1;0.5;2.2;0.7;94.6
19107;Keokuk;Democrat;IA;10231;18.1;99.2;98.3;0.5;0.2;0.2;98.39999999999999
42053;Forest;Republican;PA;7518;18.1;99.10000000000001;79.4;19.0;0.5;0.2;80.5
19161;Sac;Republican;IA;10035;18.0;99.2;98.2;0.3;0.2;0.4;98.5
13243;Randolph;Democrat;GA;7313;18.0;99.29999999999998;37.7;60.9;0.1;0.5;38.4
28005;Amite;Democrat;MS;12629;18.0;99.1;57.9;40.9;0.2;0.1;58.3
40089;McCurtain;Democrat;OK;33050;17.9;93.2;67.2;8.7;15.9;0.6;69.0
26119;Montmorency;Republican;MI;9300;17.9;98.60000000000001;97.4;0.4;0.6;0.2;97.5
30029;Flathead;Republican;MT;94924;17.9;97.80000000000001;95.2;0.4;1.4;0.7;95.7
53037;Kittitas;Republican;WA;42522;17.8;96.9;91.9;1.2;1.3;2.3;93.0
29223;Wayne;Republican;MO;13452;17.8;98.3;96.8;0.7;0.5;0.3;97.0
31127;Nemaha;Republican;NE;7175;17.8;98.4;96.4;1.1;0.4;0.5;96.9
8097;Pitkin;Democrat;CO;17626;17.7;98.5;95.7;0.8;0.5;1.4;96.4
5011;Bradley;Republican;AR;11148;17.7;98.30000000000001;68.3;27.6;1.9;0.5;70.6
1037;Coosa;Republican;AL;10886;17.7;98.89999999999999;66.1;31.8;0.6;0.2;67.1
22013;Bienville;Democrat;LA;13885;17.7;98.60000000000001;56.1;41.8;0.4;0.3;56.5
8015;Chaffee;Democrat;CO;18363;17.6;98.5;94.4;1.7;1.5;0.8;95.60000000000001
53065;Stevens;Republican;WA;43650;17.6;96.60000000000001;89.4;0.5;5.8;0.7;90.3
31173;Thurston;Republican;NE;6969;17.6;97.6;40.3;0.6;56.4;0.3;42.9
13263;Talbot;Democrat;GA;6390;17.5;98.50000000000001;41.3;56.6;0.4;0.2;42.2
49039;Sanpete;Republican;UT;28477;17.5;98.39999999999999;94.3;1.0;1.7;0.8;95.60000000000001
1011;Bullock;Democrat;AL;10764;17.5;98.8;26.9;70.1;0.8;0.3;29.6
19051;Davis;Republican;IA;8781;17.4;99.0;98.3;0.2;0.2;0.3;98.4
29125;Maries;Republican;MO;9013;17.4;98.6;97.2;0.5;0.6;0.3;97.3
40063;Hughes;Democrat;OK;13806;17.4;93.19999999999999;67.7;5.8;19.3;0.3;69.2
5077;Lee;Democrat;AR;9860;17.3;98.4;43.1;54.2;0.6;0.5;43.7
17059;Gallatin;Democrat;IL;5291;17.3;98.49999999999999;97.3;0.8;0.3;0.1;97.30000000000001
17169;Schuyler;Republican;IL;7330;17.3;99.50000000000001;95.4;3.5;0.2;0.4;95.7
48239;Jackson;Republican;TX;14739;17.0;98.4;89.7;7.2;0.8;0.7;91.4
31137;Phelps;Republican;NE;9187;17.0;99.0;97.6;0.5;0.5;0.4;98.0
19025;Calhoun;Democrat;IA;9866;17.0;99.00000000000001;96.4;1.9;0.4;0.3;96.6
54093;Tucker;Republican;WV;6927;17.0;99.10000000000001;98.2;0.4;0.3;0.2;98.3
48463;Uvalde;Democrat;TX;27117;17.0;99.1;96.0;1.2;1.1;0.7;98.1
40069;Johnston;Democrat;OK;11103;17.0;92.39999999999999;73.5;2.1;15.9;0.8;75.0
28015;Carroll;Republican;MS;10254;16.9;99.10000000000001;64.7;34.0;0.2;0.2;65.2
5041;Desha;Democrat;AR;12264;16.9;98.9;50.1;47.9;0.4;0.4;51.4
31081;Hamilton;Republican;NE;9135;16.8;99.1;98.1;0.4;0.3;0.3;98.30000000000001
29067;Douglas;Republican;MO;13546;16.8;98.0;96.7;0.4;0.6;0.3;96.9
30081;Ravalli;Republican;MT;41030;16.8;98.1;95.7;0.5;1.1;0.7;96.2
40073;Kingfisher;Republican;OK;15532;16.7;97.2;91.2;1.6;4.0;0.4;92.5
48353;Nolan;Republican;TX;15093;16.7;98.5;91.6;5.2;1.0;0.7;93.7
19147;Palo Alto;Democrat;IA;9099;16.7;98.9;97.0;0.9;0.4;0.5;97.3
48405;San Augustine;Republican;TX;8610;16.7;98.6;74.7;22.8;0.6;0.5;75.7
53031;Jefferson;Republican;WA;30228;16.6;96.5;91.3;1.0;2.2;1.8;92.10000000000001
28103;Noxubee;Democrat;MS;11115;16.6;99.1;26.9;71.7;0.2;0.3;27.3
13239;Quitman;Democrat;GA;2315;16.6;99.3;51.3;47.5;0.3;0.2;51.8
54101;Webster;Democrat;WV;8834;16.5;98.8;98.0;0.4;0.1;0.3;98.1
19073;Greene;Democrat;IA;9200;16.4;98.80000000000001;97.4;0.6;0.4;0.4;97.7
19093;Ida;Republican;IA;7042;16.4;99.00000000000001;97.8;0.4;0.4;0.4;97.8
13061;Clay;Democrat;GA;3102;16.3;98.99999999999999;38.6;59.5;0.3;0.5;38.7
1129;Washington;Democrat;AL;16834;16.3;98.69999999999999;66.0;24.6;7.9;0.1;66.5
12067;Lafayette;Republican;FL;8835;16.3;98.7;82.5;15.2;0.7;0.2;83.5
31121;Merrick;Republican;NE;7766;16.2;98.79999999999998;96.6;0.5;0.6;1.0;97.0
55107;Rusk;Republican;WI;14333;16.2;98.89999999999999;97.3;0.6;0.6;0.4;97.5
40153;Woodward;Republican;OK;21529;16.2;97.7;91.2;2.1;3.4;0.9;92.8
19143;Osceola;Republican;IA;6218;16.2;99.0;97.5;0.4;0.4;0.6;98.1
26001;Alcona;Republican;MI;10454;16.2;99.0;97.7;0.3;0.7;0.3;97.8
42105;Potter;Republican;PA;17206;16.1;99.10000000000001;97.9;0.5;0.4;0.3;98.1
29057;Dade;Republican;MO;7628;16.1;97.5;95.8;0.5;0.9;0.3;96.1
22127;Winn;Democrat;LA;14743;16.1;98.8;66.7;30.9;0.8;0.4;67.10000000000001
31039;Cuming;Republican;NE;9027;16.0;98.89999999999999;97.5;0.3;0.6;0.4;98.39999999999999
12043;Glades;Republican;FL;13635;16.0;99.1;78.7;14.0;5.6;0.7;82.1
19109;Kossuth;Democrat;IA;15222;16.0;99.1;97.7;0.6;0.3;0.5;98.1
19053;Decatur;Republican;IA;8263;15.9;98.9;95.3;2.0;0.5;0.9;95.6
40103;Noble;Republican;OK;11494;15.8;95.79999999999998;84.3;1.8;9.1;0.5;85.5
1085;Lowndes;Democrat;AL;10580;15.8;99.2;25.8;72.9;0.3;0.2;26.5
13049;Charlton;Republican;GA;12897;15.7;98.19999999999999;65.0;32.0;0.6;0.6;65.6
51045;Craig;Republican;VA;5234;15.7;99.10000000000001;98.4;0.2;0.3;0.2;98.7
48289;Leon;Republican;TX;16861;15.7;98.6;89.5;7.5;0.8;0.8;90.5
1035;Conecuh;Democrat;AL;12670;15.6;98.80000000000001;52.1;46.2;0.4;0.1;52.9
19177;Van Buren;Republican;IA;7468;15.6;99.1;98.1;0.3;0.2;0.5;98.2
48351;Newton;Republican;TX;14138;15.5;98.5;76.9;20.1;0.8;0.7;77.39999999999999
48465;Val Verde;Democrat;TX;48974;15.5;99.10000000000001;95.2;2.0;0.9;0.8;97.2
49029;Morgan;Republican;UT;10608;15.5;99.1;97.6;0.3;0.4;0.7;98.0
55003;Ashland;Democrat;WI;16103;15.5;96.4;84.2;0.5;11.3;0.4;85.30000000000001
40077;Latimer;Democrat;OK;10693;15.4;91.70000000000002;68.9;1.2;21.2;0.4;70.7
31145;Red Willow;Republican;NE;10867;15.4;98.60000000000001;96.4;0.9;0.8;0.5;97.1
48115;Dawson;Republican;TX;13372;15.4;98.69999999999997;90.3;6.6;1.1;0.6;92.8
32029;Storey;Republican;NV;3912;15.3;97.89999999999999;91.8;1.6;2.0;2.1;92.39999999999999
26135;Oscoda;Republican;MI;8371;15.3;98.5;97.2;0.3;0.9;0.1;97.5
48163;Frio;Democrat;TX;18531;15.2;99.10000000000001;92.0;3.9;0.9;2.3;94.0
1119;Sumter;Democrat;AL;13166;15.2;99.5;25.5;73.5;0.1;0.4;25.900000000000002
31147;Richardson;Republican;NE;8128;15.2;97.8;93.8;0.3;3.3;0.4;94.4
1023;Choctaw;Democrat;AL;13323;15.2;99.5;56.6;42.4;0.2;0.3;56.9
48059;Callahan;Republican;TX;13513;15.1;98.29999999999998;95.3;1.5;0.8;0.6;96.10000000000001
53069;Wahkiakum;Republican;WA;4067;15.1;96.7;93.6;0.4;1.5;1.0;94.2
29061;Daviess;Republican;MO;8297;15.0;98.7;97.5;0.6;0.4;0.2;97.7
4015;Mohave;Republican;AZ;203361;15.0;97.60000000000001;92.0;1.3;2.9;1.2;93.8
35055;Taos;Democrat;NM;33084;15.0;97.4;88.0;0.8;7.4;1.0;92.2
48093;Comanche;Republican;TX;13550;14.9;98.9;96.4;1.0;1.2;0.3;97.89999999999999
8089;Otero;Democrat;CO;18488;14.9;97.30000000000001;91.4;1.2;3.6;0.9;96.4
26053;Gogebic;Democrat;MI;15737;14.9;98.4;90.7;4.5;2.7;0.5;90.9
28063;Jefferson;Democrat;MS;7599;14.9;99.49999999999999;14.1;85.1;0.2;0.0;14.5
48031;Blanco;Republican;TX;10812;14.8;98.69999999999999;95.6;1.1;1.4;0.5;97.0
35025;Lea;Republican;NM;69999;14.7;98.4;91.4;4.4;1.9;0.6;94.2
22025;Catahoula;Democrat;LA;10151;14.7;99.10000000000001;66.4;32.2;0.4;0.1;66.5
1105;Perry;Democrat;AL;9826;14.7;99.3;31.1;67.5;0.2;0.4;31.6
28157;Wilkinson;Democrat;MS;9191;14.6;99.5;28.9;70.2;0.2;0.2;29.3
29185;St. Clair;Republican;MO;9457;14.6;98.0;96.3;0.7;0.8;0.2;96.7
5099;Nevada;Democrat;AR;8723;14.6;98.6;67.1;30.5;0.5;0.4;67.39999999999999
19071;Fremont;Republican;IA;7022;14.6;98.8;97.6;0.7;0.2;0.3;97.89999999999999
49007;Carbon;Republican;UT;20660;14.5;98.3;95.0;0.8;1.6;0.7;96.3
5025;Cleveland;Republican;AR;8449;14.5;98.6;86.6;11.4;0.5;0.1;86.9
5073;Lafayette;Democrat;AR;7111;14.5;99.10000000000001;61.1;37.1;0.4;0.5;61.7
40005;Atoka;Democrat;OK;13796;14.5;93.3;74.4;4.0;14.3;0.5;75.6
28037;Franklin;Republican;MS;7833;14.4;99.0;63.2;35.5;0.2;0.1;63.5
29197;Schuyler;Republican;MO;4370;14.4;99.10000000000001;98.5;0.2;0.2;0.2;98.6
31023;Butler;Republican;NE;8249;14.4;99.30000000000001;98.0;0.4;0.4;0.5;98.2
42113;Sullivan;Republican;PA;6339;14.3;99.10000000000001;95.1;3.2;0.4;0.4;95.3
31167;Stanton;Republican;NE;6069;14.3;98.8;97.1;0.9;0.7;0.1;97.7
31111;Lincoln;Republican;NE;35815;14.2;98.60000000000001;95.7;1.0;0.9;0.9;96.7
48445;Terry;Republican;TX;12739;14.2;98.8;91.9;5.2;1.1;0.6;94.5
29045;Clark;Republican;MO;6917;14.1;98.9;97.9;0.3;0.2;0.5;98.0
56025;Natrona;Democrat;WY;81624;14.1;97.9;93.8;1.7;1.4;0.9;94.89999999999999
1063;Greene;Democrat;AL;8553;14.0;99.4;18.5;80.5;0.2;0.2;18.9
48505;Zapata;Democrat;TX;14319;14.0;99.80000000000001;98.7;0.4;0.5;0.2;99.4
49021;Iron;Republican;UT;47269;14.0;98.00000000000001;93.4;0.7;2.5;1.0;94.6
31021;Burt;Republican;NE;6573;14.0;98.69999999999999;95.7;0.5;2.1;0.3;96.5
48487;Wilbarger;Republican;TX;12973;13.9;97.89999999999999;86.6;8.7;1.5;1.0;88.6
31097;Johnson;Republican;NE;5185;13.9;99.3;90.1;6.2;1.4;1.6;90.8
48279;Lamb;Republican;TX;13574;13.8;98.39999999999999;91.0;5.1;1.8;0.4;94.3
29149;Oregon;Republican;MO;10911;13.8;97.9;95.4;0.5;1.5;0.4;95.60000000000001
19009;Audubon;Democrat;IA;5794;13.8;99.30000000000001;98.2;0.4;0.2;0.5;98.39999999999999
46005;Beadle;Democrat;SD;18169;13.8;98.2;88.7;1.7;1.3;6.3;90.2
41015;Curry;Republican;OR;22335;13.7;96.5;92.7;0.4;2.3;1.0;93.6
29075;Gentry;Republican;MO;6826;13.7;99.0;97.7;0.6;0.3;0.4;97.8
29137;Monroe;Republican;MO;8707;13.6;98.4;94.7;2.8;0.5;0.4;94.8
28069;Kemper;Democrat;MS;10163;13.6;99.2;35.1;60.4;3.5;0.2;35.5
19001;Adair;Democrat;IA;7454;13.5;99.30000000000001;98.2;0.4;0.2;0.5;98.5
46125;Turner;Republican;SD;8272;13.5;98.8;97.1;0.5;1.0;0.2;97.7
13307;Webster;Republican;GA;2649;13.4;98.69999999999999;55.6;42.5;0.3;0.3;56.5
29033;Carroll;Republican;MO;9043;13.4;98.49999999999999;95.5;2.1;0.3;0.5;95.6
5117;Prairie;Democrat;AR;8304;13.4;98.9;86.7;11.7;0.4;0.1;86.9
5095;Monroe;Democrat;AR;7582;13.4;98.3;56.7;40.3;0.7;0.6;57.300000000000004
19133;Monona;Republican;IA;8996;13.3;98.99999999999999;97.0;0.5;1.1;0.3;97.2
55113;Sawyer;Republican;WI;16437;13.2;96.8;78.6;0.6;17.2;0.4;79.5
31095;Jefferson;Republican;NE;7335;13.2;98.6;97.3;0.5;0.5;0.3;97.7
13259;Stewart;Democrat;GA;5744;13.2;98.19999999999999;45.1;51.5;0.6;1.0;52.1
29153;Ozark;Republican;MO;9492;13.1;98.19999999999999;97.0;0.3;0.8;0.1;97.4
8105;Rio Grande;Democrat;CO;11607;13.1;97.9;93.4;0.7;3.3;0.5;97.2
1131;Wilcox;Democrat;AL;11098;13.1;99.39999999999999;28.1;71.0;0.2;0.1;28.6
35031;McKinley;Democrat;NM;74098;13.1;97.4;18.6;1.0;76.8;0.9;23.8
40011;Blaine;Republican;OK;9917;12.9;95.39999999999999;81.1;3.5;10.3;0.4;83.3
48117;Deaf Smith;Republican;TX;19195;12.9;99.1;94.7;2.0;1.7;0.6;97.6
35015;Eddy;Republican;NM;56395;12.9;98.3;93.1;1.9;2.4;0.8;96.0
42023;Cameron;Republican;PA;4805;12.8;99.00000000000001;97.8;0.4;0.4;0.4;97.9
48475;Ward;Republican;TX;11625;12.8;98.2;90.8;4.9;1.7;0.7;93.7
31139;Pierce;Republican;NE;7202;12.7;99.30000000000001;98.4;0.4;0.3;0.2;98.6
19151;Pocahontas;Democrat;IA;7138;12.7;98.70000000000002;96.9;0.9;0.5;0.2;97.4
29205;Shelby;Republican;MO;6108;12.7;99.0;97.7;0.7;0.3;0.2;98.0
30023;Deer Lodge;Democrat;MT;9150;12.6;97.5;93.0;0.4;3.5;0.5;93.89999999999999
31099;Kearney;Republican;NE;6644;12.6;98.9;97.7;0.3;0.4;0.5;98.30000000000001
8083;Montezuma;Democrat;CO;25772;12.6;97.6;83.1;0.5;13.0;0.9;85.4
41061;Union;Republican;OR;25691;12.6;97.49999999999999;93.3;0.6;1.2;1.1;94.0
31051;Dixon;Republican;NE;5782;12.6;98.8;97.2;0.6;0.7;0.2;98.2
5127;Scott;Republican;AR;10693;12.6;97.89999999999999;91.1;0.7;2.3;3.8;91.89999999999999
6043;Mariposa;Republican;CA;17682;12.6;96.2;90.1;1.1;3.4;1.4;91.7
8039;Elbert;Democrat;CO;24195;12.5;98.2;95.4;0.8;0.8;1.0;96.10000000000001
46009;Bon Homme;Republican;SD;7023;12.5;98.60000000000001;89.7;1.3;7.4;0.2;90.2
46101;Moody;Democrat;SD;6367;12.5;97.10000000000001;81.5;0.9;13.4;1.3;82.5
8075;Logan;Democrat;CO;22524;12.4;98.49999999999999;91.6;4.3;1.6;0.9;93.0
29081;Harrison;Republican;MO;8639;12.4;98.8;97.3;0.5;0.5;0.4;97.7
5147;Woodruff;Democrat;AR;6910;12.4;98.19999999999999;70.7;26.9;0.3;0.2;71.0
48387;Red River;Republican;TX;12446;12.4;98.2;79.0;17.4;1.5;0.3;80.3
31143;Polk;Republican;NE;5271;12.3;98.8;98.1;0.2;0.3;0.2;98.6
29035;Carter;Republican;MO;6258;12.3;97.89999999999999;96.3;0.4;1.1;0.1;96.80000000000001
5129;Searcy;Republican;AR;7929;12.3;97.4;95.5;0.3;1.4;0.2;95.8
41031;Jefferson;Republican;OR;22192;12.2;96.7;75.5;1.0;19.0;0.9;79.80000000000001
19185;Wayne;Republican;IA;6395;12.2;99.0;97.6;0.7;0.3;0.4;97.9
5097;Montgomery;Republican;AR;9082;12.2;97.69999999999999;95.1;0.6;1.3;0.7;95.89999999999999
5039;Dallas;Democrat;AR;7755;12.2;98.39999999999999;56.4;41.3;0.5;0.2;56.800000000000004
17151;Pope;Republican;IL;4276;12.1;98.9;91.2;6.7;0.7;0.3;91.5
31027;Cedar;Republican;NE;8610;12.0;99.29999999999998;98.6;0.1;0.5;0.1;98.7
16009;Benewah;Republican;ID;9118;12.0;96.0;86.6;0.4;8.5;0.4;87.8
19173;Taylor;Democrat;IA;6143;11.9;99.3;98.2;0.4;0.3;0.3;98.5
19173;Taylor;Republican;IA;6143;11.9;99.3;98.2;0.4;0.3;0.3;98.5
55078;Menominee;Democrat;WI;4522;11.8;97.9;12.8;0.8;82.2;2.1;17.4
48165;Gaines;Republican;TX;19425;11.7;98.7;94.9;2.2;1.1;0.5;96.9
48369;Parmer;Republican;TX;9908;11.7;98.9;94.4;1.7;2.0;0.5;98.0
46057;Hamlin;Republican;SD;5989;11.6;99.2;97.9;0.5;0.5;0.3;98.2
40149;Washita;Democrat;OK;11547;11.6;96.9;91.5;1.2;3.9;0.3;93.5
40029;Coal;Democrat;OK;5807;11.5;91.60000000000001;73.1;0.7;17.6;0.2;74.60000000000001
56033;Sheridan;Democrat;WY;30032;11.5;98.60000000000001;95.2;1.0;1.4;0.9;95.8
31035;Clay;Republican;NE;6315;11.4;98.89999999999999;96.3;0.7;1.3;0.3;98.0
28125;Sharkey;Democrat;MS;4647;11.4;99.3;29.2;69.6;0.2;0.3;29.8
4007;Gila;Republican;AZ;53119;11.3;98.5;80.2;0.9;16.5;0.8;82.0
55099;Price;Republican;WI;13675;11.3;98.9;96.7;0.5;0.6;0.7;96.89999999999999
37177;Tyrrell;Democrat;NC;4115;11.3;98.39999999999999;58.9;36.3;0.8;2.4;60.0
41035;Klamath;Republican;OR;65455;11.2;96.10000000000001;89.3;0.9;4.7;1.0;91.30000000000001
48297;Live Oak;Republican;TX;12091;11.1;99.10000000000001;92.3;4.9;1.2;0.7;93.8
29199;Scotland;Republican;MO;4863;11.1;99.1;98.5;0.1;0.3;0.2;98.60000000000001
48357;Ochiltree;Republican;TX;10758;11.1;98.60000000000001;95.4;1.0;1.4;0.8;97.3
54071;Pendleton;Republican;WV;7371;11.1;98.7;95.7;2.4;0.3;0.2;95.89999999999999
31093;Howard;Republican;NE;6362;11.0;99.1;97.8;0.4;0.5;0.3;98.2
53039;Klickitat;Republican;WA;20861;10.9;97.3;92.9;0.6;2.8;0.8;94.2
26097;Mackinac;Republican;MI;11042;10.9;94.80000000000001;75.4;1.6;17.4;0.4;75.8
49041;Sevier;Republican;UT;20773;10.9;98.9;96.5;0.3;1.5;0.4;97.2
46051;Grant;Republican;SD;7241;10.8;98.9;96.6;1.0;0.9;0.4;96.89999999999999
4017;Navajo;Democrat;AZ;108101;10.8;97.99999999999999;51.0;1.3;44.9;0.7;53.300000000000004
35005;Chaves;Republican;NM;65878;10.8;98.1;92.1;2.5;2.2;1.0;95.69999999999999
48429;Stephens;Republican;TX;9405;10.7;98.89999999999999;94.7;2.6;1.1;0.5;95.9
41065;Wasco;Democrat;OR;25515;10.6;97.6;91.1;0.6;4.2;1.0;92.7
29087;Holt;Republican;MO;4516;10.6;99.10000000000001;97.5;0.3;0.9;0.4;97.6
26003;Alger;Democrat;MI;9459;10.5;96.9;85.5;6.9;4.0;0.5;85.89999999999999
31013;Box Butte;Republican;NE;11340;10.5;97.8;92.5;0.7;4.1;0.5;94.7
29005;Atchison;Republican;MO;5382;10.4;99.00000000000001;97.9;0.4;0.4;0.2;98.1
29041;Chariton;Republican;MO;7694;10.4;99.0;96.2;2.3;0.3;0.2;96.5
29211;Sullivan;Republican;MO;6411;10.4;99.10000000000001;96.0;1.7;0.7;0.4;97.1
48335;Mitchell;Republican;TX;9076;10.3;98.3;84.1;11.9;1.5;0.7;87.7
31059;Fillmore;Republican;NE;5661;10.2;99.3;97.3;0.7;0.6;0.7;97.9
48193;Hamilton;Republican;TX;8199;10.2;98.99999999999999;95.5;1.0;1.8;0.6;97.39999999999999
55007;Bayfield;Democrat;WI;14985;10.2;97.3;86.1;0.6;10.2;0.4;86.7
5101;Newton;Republican;AR;7904;10.1;97.6;95.5;0.3;1.5;0.3;95.8
13007;Baker;Democrat;GA;3255;10.1;98.9;51.6;45.6;0.4;1.2;52.699999999999996
26071;Iron;Republican;MI;11387;10.1;98.39999999999999;96.6;0.3;1.2;0.3;96.9
48075;Childress;Republican;TX;7089;10.1;98.6;87.0;10.1;0.7;0.8;88.0
40139;Texas;Republican;OK;21853;10.1;98.30000000000001;89.2;3.6;1.9;3.2;92.6
56041;Uinta;Democrat;WY;20904;10.1;98.20000000000002;95.4;0.9;1.2;0.5;96.5
48399;Runnels;Republican;TX;10416;10.0;98.79999999999998;93.8;2.6;1.6;0.7;96.19999999999999
48009;Archer;Republican;TX;8811;10.0;98.39999999999999;95.7;1.1;1.2;0.3;96.7
8107;Routt;Democrat;CO;23865;10.0;98.49999999999999;96.4;0.6;0.6;0.8;97.1
12077;Liberty;Democrat;FL;8360;10.0;98.4;77.0;19.7;1.3;0.4;78.0
26013;Baraga;Republican;MI;8654;9.9;95.5;73.6;7.8;13.7;0.4;74.4
48501;Yoakum;Republican;TX;8286;9.9;98.8;95.0;1.6;1.7;0.5;97.5
48237;Jack;Republican;TX;8855;9.9;98.99999999999999;93.1;4.2;1.0;0.6;94.2
48077;Clay;Republican;TX;10370;9.9;98.2;95.5;0.9;1.5;0.3;96.30000000000001
48003;Andrews;Republican;TX;17477;9.9;98.50000000000001;93.9;2.2;1.5;0.9;96.2
40055;Greer;Democrat;OK;6151;9.8;96.3;84.7;7.7;3.5;0.3;86.89999999999999
40033;Cotton;Democrat;OK;6150;9.8;94.7;81.4;2.3;10.6;0.2;84.4
46087;McCook;Republican;SD;5649;9.8;99.20000000000002;97.9;0.4;0.7;0.2;98.2
53001;Adams;Republican;WA;19179;9.7;98.6;90.6;1.4;5.0;1.5;97.6
13101;Echols;Republican;GA;4003;9.7;98.1;88.7;5.6;3.1;0.5;91.7
29171;Putnam;Republican;MO;4829;9.6;99.1;98.1;0.3;0.2;0.5;98.2
